task,split,fixed,fixed_held_out,fixed_detail,state,state_held_out,state_detail
d89b689b,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d8c310e9,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d90796e8,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d931c21c,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d93c6891,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d94c3b52,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d968ffd4,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d9f24cd1,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d9fac9be,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
da2b0fe3,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
da6e95e5,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
dae9d2b5,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
db118e2a,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
db3e9e38,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
db615bd4,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
db7260a4,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
db93a21d,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dbc1a6ce,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dc1df850,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dc2aa30b,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dc2e9a9d,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dc433765,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dc46ea44,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dce56571,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
dd2401ed,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ddf7fa4f,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
de1cd16c,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
de493100,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ded97339,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
df8cc377,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
df978a02,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
df9fd884,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e048c9ed,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e0fb7511,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e133d23d,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e179c5f4,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e1baa8a4,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e1d2900e,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e2092e0c,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e21a174a,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e21d9049,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e26a3af2,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e345f17b,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e3497940,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e39e9282,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e3f79277,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e3fe1151,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e4075551,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e40b9e2f,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e41c6fd3,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e45ef808,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e4888269,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e48d4e1a,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e4941b18,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e5062a87,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e509e548,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e50d258f,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e57337a4,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e5790162,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e5c44e8f,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e619ca6e,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e633a9e5,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e6721834,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e681b708,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e69241bd,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e6de6e8f,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e729b7be,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e73095fd,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e734a0e8,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e74e1818,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e760a62e,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e7639916,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e76a88a6,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e78887d1,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e7a25a18,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e7b06bea,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e7dd8335,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e84fef15,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e8593010,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e872b94a,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e88171ec,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e8dc4411,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e9614598,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e98196ab,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e99362f0,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e9ac8c9e,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e9afcf9a,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e9b4f6fc,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
e9bb6954,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e9c9d9a1,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
e9fc42f2,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ea32f347,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ea786f4a,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ea959feb,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ea9794b1,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
eb281b96,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
eb5a1d5d,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ec883f72,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ecaa0ec1,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ecb67b6d,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ecdecbb3,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ed36ccf7,training,determined,correct,,inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ed74f2f2,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ed98d772,training,determined,correct,,inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
edcc2ff0,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ef135b50,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ef26cbf6,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f0100645,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f0afb749,training,contradicted,,"no shared operator for (0, 0), (0, 1), (1, 0), (1, 1)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f0df5ff0,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f0f8a26d,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f15e1fac,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f18ec8cc,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f1bcbc2c,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f1cefba8,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f21745ec,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f25fbde4,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
f25ffba3,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f2829549,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
f28a3cbb,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f341894c,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f35d900a,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f3b10344,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f3cdc58f,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f3e14006,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f3e62deb,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f45f5ca7,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f5aa3634,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
f5b8619d,training,contradicted,,"no shared operator for (0, 0), (0, 1), (1, 0), (1, 1)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f5c89df1,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f76d97a5,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f823c43c,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f83cb3f6,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f8a8fe49,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f8b3ba0a,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
f8be4b64,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f8c80d96,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f8cc533f,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f8f52ecc,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f8ff0b80,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
f9012d9b,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
f9a67cb5,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
f9d67f8b,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fafd9572,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fafffa47,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
fb791726,training,contradicted,,"no shared operator for (0, 0), (0, 1), (1, 0), (1, 1)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fbf15a0b,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
fc10701f,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fc4aaf52,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fc754716,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fcb5c309,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
fcc82909,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fd02da9e,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fd096ab6,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fd4b2b02,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fe45cba4,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fe9372f3,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
fea12743,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
feca6190,training,inapplicable,,Training pairs produced different instruction-layout shapes.,inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ff2825db,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ff28f65a,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ff72ca3e,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ff805c23,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
0934a4d8,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
135a2760,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
136b0064,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
13e47133,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
142ca369,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
16b78196,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
16de56c4,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
1818057f,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
195c6913,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
1ae2feb7,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
20270e3b,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
20a9e565,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
21897d95,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
221dfab4,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
247ef758,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
269e22fb,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
271d71e2,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
28a6681f,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
291dc1e1,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
2b83f449,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
2ba387bc,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
2c181942,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
2d0172a1,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
31f7f899,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
332f06d7,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
35ab12c3,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
36a08778,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
38007db0,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
3a25b0d8,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
3dc255db,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
3e6067c3,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
409aa875,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
446ef5d2,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
45a5af55,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
4a21e3da,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
4c3d4a41,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
4c416de3,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
4c7dc4dd,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
4e34c42c,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
53fb4810,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
5545f144,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
581f7754,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
58490d8a,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
58f5dbd5,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
5961cc34,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
5dbc8537,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
62593bfd,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
64efde09,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
65b59efc,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
67e490f4,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
6e453dd6,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
6e4f6532,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
6ffbe589,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
71e489b6,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
7491f3cf,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
7666fa5d,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
78332cb0,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
7b0280bc,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
7b3084d4,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
7b5033c1,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
7b80bb43,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
